Country/Territory,Coverage (age/grade),Drug Group,Lifetime,Notes,Past Month,Past Year,Region,Source,Subregion,Year of Estimate
Germany,(SS) 15 - 16,Cocaine-type,3.1,Cocaine salts. Select regions,,,EUROPE,ARQ,Western and Central Europe,2011
Germany,(SS) 15 - 16,Cocaine-type,1.9,Crack. Select regions,,,EUROPE,ARQ,Western and Central Europe,2011
Greece,(SS) 15 - 16,Cocaine-type,1.5, ,,,EUROPE,ARQ,Western and Central Europe,2011
Greece,(SS) 15 - 16,Cocaine-type,1.1,Crack,,,EUROPE,ARQ,Western and Central Europe,2011
Ireland,(SS) 15 - 16,Cocaine-type,3,Cocaine salts,,,EUROPE,ARQ,Western and Central Europe,2011
Ireland,(SS) 15 - 16,Cocaine-type,2,Crack,,,EUROPE,ARQ,Western and Central Europe,2011
Liechtenstein,(SS) 15 - 16,Cocaine-type,4,Cocaine salts,,,EUROPE,ARQ,Western and Central Europe,2011
Lithuania,(SS) 15 - 16,Cocaine-type,2.4,Cocaine salts,,,EUROPE,ARQ,Western and Central Europe,2011
Lithuania,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ARQ,Western and Central Europe,2011
Netherlands,(SS) 15 - 16,Cocaine-type,1.7, ,0.8,,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,(SS) 15 - 16,Cocaine-type,3, ,,,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,(SS) 15 - 16,Cocaine-type,2,Crack,,,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Cocaine-type,2.2, ,0.7,1.8,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Cocaine-type,2.8,Cocaine any (HCL and/or crack),0.9,2.3,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Cocaine-type,1.1,Crack,0.4,0.7,EUROPE,ARQ,Western and Central Europe,2011
Cyprus,(SS) 15 - 16,Cocaine-type,4,Cocaine salts,,,EUROPE,ESPAD,Western and Central Europe,2011
Iceland,(SS) 15 - 16,Cocaine-type,2,Cocaine salts,,,EUROPE,ESPAD,Western and Central Europe,2011
Latvia,15 - 16,Cocaine-type,3.5,Cocaine salts,,,EUROPE,ESPAD,Western and Central Europe,2011
Latvia,15 - 16,Cocaine-type,1.9,Crack,,,EUROPE,ESPAD,Western and Central Europe,2011
Malta,15 - 16,Cocaine-type,4,Cocaine salts,,,EUROPE,ESPAD,Western and Central Europe,2011
Malta,15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2011
Norway,(SS) 15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,Western and Central Europe,2011
Portugal,(SS) 15 - 16,Cocaine-type,3,Cocaine salts,,,EUROPE,ESPAD,Western and Central Europe,2011
Portugal,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2011
Belgium,(SS) 15 - 16,Cocaine-type,1.7, ,,0.8,EUROPE,ARQ,Western and Central Europe,2012
Cyprus,15 - 24,Cocaine-type,1.1, ,0.1,0.1,EUROPE,ARQ,Western and Central Europe,2012
Germany,(SS) 15 - 18,Cocaine-type,4,Cocaine salts.   Region Frankfurt am Main,1,,EUROPE,ARQ,Western and Central Europe,2012
Germany,(SS) 15 - 18,Cocaine-type,1,Crack.   Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Cocaine-type,1.47, ,0.65,1.09,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Cocaine-type,0.91,Cocaine salts,0.42,0.68,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Cocaine-type,0.81,Crack,0.36,0.6,EUROPE,ARQ,Western and Central Europe,2012
Poland,(SS) 15 - 16,Cocaine-type,3.3, ,,,EUROPE,ARQ,Western and Central Europe,2012
Poland,(SS) 15 - 16,Cocaine-type,2.1,Crack,,,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Cocaine-type,2.9,Cocaine HCL,1.1,2,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Cocaine-type,3.6,Powder and or crack,1.5,2.5,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Cocaine-type,2.8, ,0.9,2.2,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Cocaine-type,3.2,Cocaine any (HCL and/or crack),1.1,2.6,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Cocaine-type,1.1,Crack,0.3,0.8,EUROPE,ARQ,Western and Central Europe,2012
Denmark,(SS) 15 - 16,Cocaine-type,1.9, ,,,EUROPE,ARQ,Western and Central Europe,2013
Estonia,"(SS) 6, 8, 12 grades",Cocaine-type,0.8, ,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,(SS) 15 - 16,Cocaine-type,2, ,,,EUROPE,ARQ,Western and Central Europe,2013
Germany,(SS) 15 - 18,Cocaine-type,4,Cocaine salts.   Region Frankfurt am Main,1,,EUROPE,ARQ,Western and Central Europe,2013
Germany,(SS) 15 - 18,Cocaine-type,1,Crack.   Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 19,Cocaine-type,1.77, ,0.8,1.31,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 19,Cocaine-type,1.16,Cocaine salts,0.54,0.87,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 19,Cocaine-type,0.96,Crack,0.38,0.45,EUROPE,ARQ,Western and Central Europe,2013
Poland,(SS) 15 - 16,Cocaine-type,3.5, ,1.1,1.9,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Cocaine-type,2.4,Cocaine any (HCL and/or crack),0.8,1.9,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Cocaine-type,2,Cocaine salts,0.5,1.6,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Cocaine-type,0.9,Crack,0.5,0.8,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (Scotland),(SS) 15,Cocaine-type,2,Cocaine,1,2,EUROPE,Government,Western and Central Europe,2013
United Kingdom (Scotland),(SS) 15,Cocaine-type,1,Crack,1,1,EUROPE,Government,Western and Central Europe,2013
France,17,Cocaine-type,3.2,Cocaine salts.  Urban areas (excluding overseas departments),,1.6,EUROPE,ARQ,Western and Central Europe,2014
France,17,Cocaine-type,1.1,Crack.  Urban areas (excluding overseas departments),,0.4,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15 - 18,Cocaine-type,3, Region Frankfurt am Main,1,,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15 - 18,Cocaine-type,0,Crack.   Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2014
Italy,(SS) 15-17,Cocaine-type,1.9,Female,0.8,1.3,EUROPE,ARQ,Western and Central Europe,2014
Italy,(SS) 15-17,Cocaine-type,3.3,Male,1.7,2.5,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Cocaine-type,3.5, ,1.8,2.8,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Cocaine-type,2.3,Cocaine salts,1.2,1.8,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Cocaine-type,2.7,Crack,1.4,2.1,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cocaine-type,0.5,Female,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cocaine-type,0.9,Male,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15,Cocaine-type,2.4,Cocaine salts. Female,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15,Cocaine-type,1.2,Cocaine salts. Male,,,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),(SS)15,Cocaine-type,2.3, ,0.9,2,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),(SS)15,Cocaine-type,2.3,Cocaine salts,0.9,2,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),(SS)15,Cocaine-type,0.3,Crack,0.2,0.2,EUROPE,ARQ,Western and Central Europe,2014
Montenegro,(SS) 16,Cocaine-type,3, ,,2,EUROPE,ARQ,South-Eastern Europe,2015
Montenegro,(SS) 16,Cocaine-type,2,Crack,,1,EUROPE,ARQ,South-Eastern Europe,2015
Romania,15 -16,Cocaine-type,3.8, ,,,EUROPE,ARQ,South-Eastern Europe,2015
Romania,15 -16,Cocaine-type,3.3,Cocaine salts,,,EUROPE,ARQ,South-Eastern Europe,2015
Romania,15 -16,Cocaine-type,1.2,Crack,,,EUROPE,ARQ,South-Eastern Europe,2015
Germany,(SS) 15 - 16,Cocaine-type,1,Crack.   Region Frankfurt am Main,,0,EUROPE,ARQ,Western and Central Europe,2015
Germany,(SS) 15 - 16,Cocaine-type,4,Region Frankfurt am Main,1,0.3,EUROPE,ARQ,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Cocaine-type,2.1, ,,1.8,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15-19,Cocaine-type,3.8, ,1.5,2.5,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15-19,Cocaine-type,3.2,Cocaine salts,1.3,2.2,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15-19,Cocaine-type,1.7,Crack,0.7,1.1,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS) 19,Cocaine-type,2.3,Cocaine salts,,2.1,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS) 19,Cocaine-type,2.2,Crack,,,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Cocaine-type,1.8, ,,,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Cocaine-type,1.8,Cocaine salts,,,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Cocaine-type,2.2,Cocaine salts,,1.3,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Cocaine-type,0.9,Crack,,0.6,EUROPE,ARQ,Western and Central Europe,2015
Portugal,(SS) 15-16,Cocaine-type,2,Cocaine salts,,,EUROPE,ARQ,Western and Central Europe,2015
Portugal,(SS) 15-16,Cocaine-type,1,Crack,,,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,(SS) 15 - 16,Cocaine-type,1.9, ,,1.1,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cocaine-type,0.5,Female,,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cocaine-type,1.2,Male,,,EUROPE,ARQ,Western and Central Europe,2015
Finland,(SS) 15 - 16,Cocaine-type,1,Cocaine salts,,,EUROPE,ARQ (ESPAD),Western and Central Europe,2015
Austria,(SS) 15 - 16,Cocaine-type,2, ,,1.5,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Austria,(SS) 15 - 16,Cocaine-type,1.8,Cocaine salts,,1.4,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Austria,(SS) 15 - 16,Cocaine-type,0.6,Crack,,0.4,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Cocaine-type,1.4,Cocaine salts,0.3,0.8,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Cocaine-type,1.8,Cocaine salts,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Cocaine-type,2.8, ,,2,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Netherlands,(SS) 12 - 16,Cocaine-type,1.3, ,0.5,0.9,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Belgium,(SS) 15 - 16,Cocaine-type,1,"Crack, Flemish par",,,EUROPE,ESPAD,Western and Central Europe,2015
Belgium,(SS) 15 - 16,Cocaine-type,3,Flemish part,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 16,Cocaine-type,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 16,Cocaine-type,2,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Cocaine-type,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Estonia,(SS) 15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Cocaine-type,0, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Cocaine-type,0,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
France,(SS) 15 - 16,Cocaine-type,4, ,,,EUROPE,ESPAD,Western and Central Europe,2015
France,(SS) 15 - 16,Cocaine-type,3,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Greece,(SS) 15 - 16,Cocaine-type,1.34, ,,1.05,EUROPE,ESPAD,Western and Central Europe,2015
Greece,(SS) 15 - 16,Cocaine-type,1,Crack,,0.76,EUROPE,ESPAD,Western and Central Europe,2015
Hungary,15 - 16,Cocaine-type,3.2,Cocaine salts,,1.9,EUROPE,ESPAD,Western and Central Europe,2015
Hungary,15 - 16,Cocaine-type,1.6,Crack,,0.9,EUROPE,ESPAD,Western and Central Europe,2015
Iceland,(SS) 15 - 16,Cocaine-type,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Iceland,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Cocaine-type,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Cocaine-type,2,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Cocaine-type,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Cocaine-type,1.4,Crack,,0.9,EUROPE,ESPAD,Western and Central Europe,2015
Monaco,(SS) 15 - 16,Cocaine-type,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Monaco,(SS) 15 - 16,Cocaine-type,2,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Netherlands,(SS) 15 - 16,Cocaine-type,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Netherlands,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Norway,(SS) 15 - 16,Cocaine-type,1, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Norway,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Poland,(SS) 15 - 16,Cocaine-type,4, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Poland,(SS) 15 - 16,Cocaine-type,2,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
Slovenia,(SS) 15 - 16,Cocaine-type,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Slovenia,(SS) 15 - 16,Cocaine-type,1,Crack,,,EUROPE,ESPAD,Western and Central Europe,2015
United Kingdom (Scotland),15,Cocaine-type,3.9,Cocaine,1.9,3.5,EUROPE,Government,Western and Central Europe,2015
United Kingdom (Scotland),15,Cocaine-type,1.5,Crack,0.9,1.3,EUROPE,Government,Western and Central Europe,2015
Latvia,(SS) 15-16,Cocaine-type,2.3,Cocaine salts,,2.1,EUROPE,Govt.,Western and Central Europe,2015
Latvia,(ss) 15-16,Cocaine-type,2.2,Crack,,,EUROPE,Govt.,Western and Central Europe,2015
Italy,(SS) 15-19,Cocaine-type,3.56, ,1.55,2.46,EUROPE,ARQ,Western and Central Europe,2016
Italy,(SS) 15-19,Cocaine-type,3.1,Cocaine salts,1.4,2.21,EUROPE,ARQ,Western and Central Europe,2016
Poland,(SS) 15 - 16,Cocaine-type,3.4, ,1,1.6,EUROPE,ARQ,Western and Central Europe,2016
Sweden,(SS) 15 - 16,Cocaine-type,0.9, ,,,EUROPE,ARQ,Western and Central Europe,2016
Belgium,(SS) 12 - 18,Cocaine-type,2,Flemish part /Cocaine salts,,1.1,EUROPE,ARQ / ESPAD,Western and Central Europe,2016
Belgium,(SS) 15 - 16,Cocaine-type,2.2,Flemish part /Cocaine salts,,1.3,EUROPE,ARQ / ESPAD,Western and Central Europe,2016
Cyprus,(SS) 15 - 34,Cocaine-type,2.1, ,0.3,0.2,EUROPE,ARQ / ESPAD,Western and Central Europe,2016
United Kingdom (England),15,Cocaine-type,3.6,Cocaine Powder,1.3,2.9,EUROPE,Government,Western and Central Europe,2016
United Kingdom (England),15,Cocaine-type,1.3,Crack,0.2,0.7,EUROPE,Government,Western and Central Europe,2016
United Kingdom (Scotland), ,Cocaine-type,2.4,Cocaine,1.2,2.1,EUROPE,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Western and Central Europe,2016
United Kingdom (Scotland), ,Cocaine-type,1,Crack cocaine,0.6,0.9,EUROPE,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Western and Central Europe,2016
Italy,(SS) 15-19,Cocaine-type,1.56,Crack,0.86,1.12,EUROPE,ARQ,Western and Central Europe,2106
Luxembourg,11 - 17,Ecstasy,3.1, ,,1.7,EUROPE,ARQ,Western and Central Europe,1999
Turkey,15 - 16,Ecstasy,1.8, ,,0.8,EUROPE,ARQ,South-Eastern Europe,2003
Greenland,(SS) 15 - 16,Ecstasy,2, ,,1,EUROPE,ESPAD,Western and Central Europe,2003
Albania,14 - 19,Ecstasy,4.9, ,,,EUROPE,ARQ,South-Eastern Europe,2004
Liechtenstein,12 - 16,Ecstasy,0.7, ,,0.6,EUROPE,ARQ,Western and Central Europe,2005
Russian Federation,15 - 16,Ecstasy,3.2, ,,,EUROPE,ARQ/ ESPAD,Eastern Europe,2007
Ukraine,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ESPAD,Eastern Europe,2007
Croatia,(SS) 16,Ecstasy,1.9, ,,0.3,EUROPE,ARQ,South-Eastern Europe,2007
Romania,(SS) 16,Ecstasy,1.2, ,,0.6,EUROPE,ESPAD,South-Eastern Europe,2007
Cyprus,(SS) 16,Ecstasy,3, ,2,3,EUROPE,ARQ,Western and Central Europe,2007
Czechia,(SS) 16,Ecstasy,4.5, ,1.2,3,EUROPE,ARQ,Western and Central Europe,2007
Denmark,(SS) 15 - 16,Ecstasy,5.2, ,,,EUROPE,ARQ,Western and Central Europe,2007
Estonia,(SS) 15 - 16,Ecstasy,5.7, ,1.6,3.9,EUROPE,ARQ,Western and Central Europe,2007
Finland,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ARQ,Western and Central Europe,2007
Germany,(SS) 15 - 16,Ecstasy,3.6, ,,2,EUROPE,ARQ,Western and Central Europe,2007
Latvia,15 - 16,Ecstasy,6.5, ,,4.1,EUROPE,ARQ,Western and Central Europe,2007
Malta,(SS) 15 - 16,Ecstasy,3.9, ,1.7,3.1,EUROPE,ARQ,Western and Central Europe,2007
Netherlands,(SS) 12 - 18,Ecstasy,2.4, ,0.8,,EUROPE,ARQ,Western and Central Europe,2007
Slovenia,(SS) 15 - 16,Ecstasy,3.3, ,1.3,2.5,EUROPE,ARQ,Western and Central Europe,2007
Czechia,(SS) 15 - 16,Ecstasy,4.6, ,,3,EUROPE,ARQ./ ESPAD,Western and Central Europe,2007
Austria,(SS) 15 - 16,Ecstasy,3.4, ,1.4,,EUROPE,ESPAD,Western and Central Europe,2007
Cyprus,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Faroe Islands,(SS) 15 - 16,Ecstasy,1, ,,,EUROPE,ESPAD,Western and Central Europe,2007
France,(SS) 15 - 16,Ecstasy,4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Hungary,(SS) 15 - 16,Ecstasy,1.2, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Iceland,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Ireland,(SS) 15 - 16,Ecstasy,4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Lithuania,(SS) 15 - 16,Ecstasy,3.4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Monoco,(SS) 15 - 16,Ecstasy,4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Netherlands,(SS) 15 - 16,Ecstasy,4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Norway,(SS) 15 - 16,Ecstasy,1, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Portugal,(SS) 16,Ecstasy,2.2, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Portugal,13 - 18,Ecstasy,, ,,1.7,EUROPE,ESPAD,Western and Central Europe,2007
Slovenia,(SS) 16,Ecstasy,3.1, ,,2.5,EUROPE,ESPAD,Western and Central Europe,2007
Switzerland,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Republic of Moldova,(SS) 15 - 16,Ecstasy,1.6, ,0.8,1.3,EUROPE,ESPAD,Eastern Europe,2008
Bosnia and Herzegovina,(SS) 15 - 16,Ecstasy,, ,,3,EUROPE,ARQ,South-Eastern Europe,2008
Bulgaria,14 - 19,Ecstasy,7.1, ,2.6,4.6,EUROPE,ARQ,South-Eastern Europe,2008
Serbia,(SS) 16,Ecstasy,1.5, ,,,EUROPE,ARQ,South-Eastern Europe,2008
Montenegro,(SS) 15 - 16,Ecstasy,, ,,1,EUROPE,ESPAD,South-Eastern Europe,2008
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Ecstasy,3.1, ,1.6,2.1,EUROPE,ESPAD,South-Eastern Europe,2008
Gibraltar,12 - 18,Ecstasy,, ,,0.4,EUROPE,ARQ,Western and Central Europe,2008
Germany,12 - 25,Ecstasy,3.2, ,0.3,0.9,EUROPE,Govt.,Western and Central Europe,2008
Sweden,(SS) 15 - 16,Ecstasy,1, ,,1,EUROPE,ARQ,Western and Central Europe,2009
Belarus,15 - 16,Ecstasy,1.1, ,0.2,0.7,EUROPE,ARQ,Eastern Europe,2010
Ukraine,15 - 34,Ecstasy,2, ,0.2,1,EUROPE,ARQ,Eastern Europe,2010
Republic of Moldova,(SS) 15 - 24,Ecstasy,1.2, ,0.2,0.6,EUROPE,Govt.,Eastern Europe,2010
Belgium,(SS) 15 - 16,Ecstasy,2.82, ,,1.53,EUROPE,ARQ,Western and Central Europe,2010
Greece,(SS) 15 - 16,Ecstasy,1.2, ,,,EUROPE,ARQ,Western and Central Europe,2010
Italy,(SS) 15 - 16,Ecstasy,1.1, ,0.3,0.6,EUROPE,ARQ,Western and Central Europe,2010
Latvia,School survey,Ecstasy,4.7, ,1.7,3,EUROPE,ARQ,Western and Central Europe,2010
Luxembourg,12 - 18,Ecstasy,1, ,,0.7,EUROPE,ARQ,Western and Central Europe,2010
Netherlands,(SS) 12 - 18,Ecstasy,2.6, ,0.9,,EUROPE,ARQ,Western and Central Europe,2010
Poland,18 - 19,Ecstasy,3.5, ,0.8,1.4,EUROPE,ARQ,Western and Central Europe,2010
Slovakia,(SS) 15 - 16,Ecstasy,1.9, ,0.6,1.4,EUROPE,ARQ,Western and Central Europe,2010
Spain,14 - 18,Ecstasy,2.5, ,1,1.7,EUROPE,ARQ,Western and Central Europe,2010
United Kingdom (England),15,Ecstasy,2.6, ,0.8,2.3,EUROPE,ARQ,Western and Central Europe,2010
Republic of Moldova,(SS) 15 - 24,Ecstasy,1.2, ,0.1,0.6,EUROPE,ARQ,Eastern Europe,2011
Russian Federation,15 - 16,Ecstasy,2.6, ,0.7,1.2,EUROPE,ARQ,Eastern Europe,2011
Ukraine,15 - 17,Ecstasy,3.1, ,,,EUROPE,ARQ,Eastern Europe,2011
Bosnia and Herzegovina,(SS) 15 - 16,Ecstasy,1.4, ,0.4,0.7,EUROPE,ARQ,South-Eastern Europe,2011
Romania, 15 - 16,Ecstasy,2, ,0.6,1.4,EUROPE,ARQ,South-Eastern Europe,2011
Bulgaria,(SS) 15 - 16,Ecstasy,4.4, ,2.2,3.2,EUROPE,ESPAD,South-Eastern Europe,2011
Montenegro,(SS) 16,Ecstasy,3.3, ,1.2,2.4,EUROPE,ESPAD,South-Eastern Europe,2011
Serbia,(SS) 15 - 16,Ecstasy,1.5, ,,,EUROPE,ESPAD,South-Eastern Europe,2011
Belgium,(SS) 15 - 16,Ecstasy,2.3, ,,0.6,EUROPE,ARQ,Western and Central Europe,2011
Czechia,(SS) 15 - 16,Ecstasy,3.3, ,0.4,1.5,EUROPE,ARQ,Western and Central Europe,2011
Denmark,(SS) 15 - 16,Ecstasy,1.5, ,,,EUROPE,ARQ,Western and Central Europe,2011
Estonia,(SS) 15 - 19,Ecstasy,2.9, ,,,EUROPE,ARQ,Western and Central Europe,2011
Finland,(SS) 15 - 16,Ecstasy,1, ,,,EUROPE,ARQ,Western and Central Europe,2011
France,17,Ecstasy,1.9, ,,1.4,EUROPE,ARQ,Western and Central Europe,2011
Germany,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ARQ,Western and Central Europe,2011
Germany,12-17,Ecstasy,, ,,0.2,EUROPE,ARQ,Western and Central Europe,2011
Ireland,(SS) 15 - 16,Ecstasy,2, ,1,2,EUROPE,ARQ,Western and Central Europe,2011
Liechtenstein,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ARQ,Western and Central Europe,2011
Lithuania,(SS) 15 - 16,Ecstasy,2.1, ,,,EUROPE,ARQ,Western and Central Europe,2011
Netherlands,(SS) 15 - 16,Ecstasy,2.6, ,0.9,,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Ecstasy,2.7, ,0.8,2.3,EUROPE,ARQ,Western and Central Europe,2011
Cyprus,15- 16,Ecstasy,3, ,3,3,EUROPE,ESPAD,Western and Central Europe,2011
Iceland,(SS) 15 - 16,Ecstasy,2, ,1,1,EUROPE,ESPAD,Western and Central Europe,2011
Latvia,15 - 16,Ecstasy,4.3, ,1.5,2.3,EUROPE,ESPAD,Western and Central Europe,2011
Malta,(SS) 15 - 16,Ecstasy,3, ,2,2,EUROPE,ESPAD,Western and Central Europe,2011
Norway,(SS) 15 - 16,Ecstasy,1, ,1,1,EUROPE,ESPAD,Western and Central Europe,2011
Portugal,(SS) 15 - 16,Ecstasy,3, ,1,3,EUROPE,ESPAD,Western and Central Europe,2011
Belgium,(SS) 15 - 16,Ecstasy,1.8, ,,1,EUROPE,ARQ,Western and Central Europe,2012
Cyprus,15 - 24,Ecstasy,0.8, ,0.1,0.1,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Ecstasy,0.78, ,0.25,0.5,EUROPE,ARQ,Western and Central Europe,2012
Poland,(SS) 15 - 16,Ecstasy,3, ,1.5,2.2,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Ecstasy,3, ,1.2,2.2,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Ecstasy,3, ,1.2,2.4,EUROPE,ARQ,Western and Central Europe,2012
Bulgaria,15 - 19,Ecstasy,4.1, ,1.9,3.1,EUROPE,ARQ,South-Eastern Europe,2013
Denmark,(SS) 15 - 16,Ecstasy,1.5, ,,,EUROPE,ARQ,Western and Central Europe,2013
